target,target_family,model,calibrator,split,threshold_type,threshold_label,threshold,rows,positives,selected_rows,selected_share,precision,recall,f1,base_rate,lift_vs_base_rate
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,validation,probability_threshold,p_ge_0.25,0.25,4046,2214,2695,0.6660899653979239,0.8007421150278293,0.974706413730804,0.8792014666938278,0.5472071181413742,1.4633254730815706
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,validation,probability_threshold,p_ge_0.50,0.5,4046,2214,2328,0.5753830944142363,0.8672680412371134,0.9119241192411924,0.8890356671070013,0.5472071181413742,1.584899049162313
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,validation,probability_threshold,p_ge_0.75,0.75,4046,2214,2160,0.5338606030647554,0.8865740740740741,0.8649503161698283,0.8756287151348879,0.5472071181413742,1.6201800829736692
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,validation,probability_threshold,p_ge_0.90,0.9,4046,2214,1072,0.26495304003954523,0.9458955223880597,0.45799457994579945,0.6171637248934875,0.5472071181413742,1.7285877522954334
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,validation,split_f1_optimal_diagnostic,diagnostic_split_f1_optimal,0.46153846153846156,4046,2214,2366,0.5847750865051903,0.8609467455621301,0.9200542005420054,0.8895196506550217,0.5472071181413742,1.5733471240037842
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,test,top_rank_share,top_1pct,0.9772727272727273,3998,2458,40,0.01,0.975,0.015866558177379985,0.03122497998398719,0.6148074037018509,1.5858624898291294
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,test,top_rank_share,top_5pct,0.967741935483871,3998,2458,200,0.05,0.975,0.07933279088689991,0.14672686230248308,0.6148074037018509,1.5858624898291294
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,test,top_rank_share,top_10pct,0.9314079422382672,3998,2458,400,0.1,0.9725,0.15825874694873882,0.27221833449965016,0.6148074037018509,1.5817961757526444
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,test,probability_threshold,p_ge_0.10,0.1,3998,2458,2851,0.7131065532766383,0.8509294984216065,0.9869812855980472,0.9139197588999813,0.6148074037018509,1.3840586390112215
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,test,probability_threshold,p_ge_0.25,0.25,3998,2458,2775,0.6940970485242621,0.8655855855855856,0.9772172497965825,0.9180202560672654,0.6148074037018509,1.407897140427653
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,test,probability_threshold,p_ge_0.50,0.5,3998,2458,2483,0.6210605302651325,0.9101892871526379,0.919446704637917,0.9147945759967618,0.6148074037018509,1.4804462042458284
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,test,probability_threshold,p_ge_0.75,0.75,3998,2458,2356,0.5892946473236619,0.9231748726655348,0.8848657445077298,0.9036144578313253,0.6148074037018509,1.5015675919108251
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,test,probability_threshold,p_ge_0.90,0.9,3998,2458,1184,0.2961480740370185,0.964527027027027,0.4646053702196908,0.6271279516749039,0.6148074037018509,1.5688279308600708
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,test,split_f1_optimal_diagnostic,diagnostic_split_f1_optimal,0.3698630136986301,3998,2458,2673,0.6685842921460731,0.8855218855218855,0.9629780309194467,0.9226271681933347,0.6148074037018509,1.4403240432532538
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,validation,top_rank_share,top_1pct,1.0,2538,866,26,0.01,1.0,0.03002309468822171,0.05829596412556054,0.3412135539795114,2.930715935334873
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,validation,top_rank_share,top_5pct,0.8288288288288288,2538,866,127,0.05,0.8661417322834646,0.12702078521939955,0.22155085599194363,0.3412135539795114,2.538415377061701
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,validation,top_rank_share,top_10pct,0.7,2538,866,254,0.1,0.8149606299212598,0.2390300230946882,0.36964285714285716,0.3412135539795114,2.3884181047807824
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,validation,probability_threshold,p_ge_0.10,0.1,2538,866,2038,0.8029944838455477,0.408243375858685,0.9607390300230947,0.5730027548209367,0.3412135539795114,1.196445367123952
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,validation,probability_threshold,p_ge_0.25,0.25,2538,866,1474,0.5807722616233254,0.49525101763907736,0.8429561200923787,0.6239316239316239,0.3412135539795114,1.4514400493856563
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,validation,probability_threshold,p_ge_0.50,0.5,2538,866,586,0.23089046493301812,0.6757679180887372,0.45727482678983833,0.5454545454545455,0.3412135539795114,1.9804838061307333
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,validation,probability_threshold,p_ge_0.75,0.75,2538,866,195,0.0768321513002364,0.841025641025641,0.18937644341801385,0.3091423185673893,0.3412135539795114,2.464807248179073
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,validation,probability_threshold,p_ge_0.90,0.9,2538,866,33,0.013002364066193853,1.0,0.03810623556581986,0.07341490545050054,0.3412135539795114,2.930715935334873
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,validation,split_f1_optimal_diagnostic,diagnostic_split_f1_optimal,0.3234624145785877,2538,866,1474,0.5807722616233254,0.49525101763907736,0.8429561200923787,0.6239316239316239,0.3412135539795114,1.4514400493856563
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,test,top_rank_share,top_1pct,1.0,2318,709,24,0.01,0.7916666666666666,0.02679830747531735,0.05184174624829468,0.3058671268334771,2.588269863657734
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,test,top_rank_share,top_5pct,0.8288288288288288,2318,709,116,0.05,0.8189655172413793,0.13399153737658676,0.23030303030303031,0.3058671268334771,2.677520548611449
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,test,top_rank_share,top_10pct,0.7,2318,709,232,0.1,0.7672413793103449,0.25105782792665726,0.37832093517534543,0.3058671268334771,2.5084139876465157
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,test,probability_threshold,p_ge_0.10,0.1,2318,709,1844,0.7955133735979293,0.37310195227765725,0.9703808180535967,0.5389737563650606,0.3058671268334771,1.2198171020868964
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,test,probability_threshold,p_ge_0.25,0.25,2318,709,1391,0.600086281276963,0.46441409058231486,0.9111424541607899,0.6152380952380951,0.3058671268334771,1.5183524146259604
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,test,probability_threshold,p_ge_0.50,0.5,2318,709,580,0.25021570319240727,0.65,0.5317348377997179,0.5849495733126455,0.3058671268334771,2.125105782792666
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,test,probability_threshold,p_ge_0.75,0.75,2318,709,190,0.08196721311475409,0.7631578947368421,0.20451339915373765,0.32258064516129026,0.3058671268334771,2.4950634696755998
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,test,probability_threshold,p_ge_0.90,0.9,2318,709,30,0.012942191544434857,0.8,0.03385049365303244,0.06495263870094724,0.3058671268334771,2.6155148095909735
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,test,split_f1_optimal_diagnostic,diagnostic_split_f1_optimal,0.32810403214307793,2318,709,1045,0.45081967213114754,0.5358851674641149,0.7898448519040903,0.6385404789053591,0.3058671268334771,1.752019489678164
persistent_resilience_next_6obs,robustness_extension,random_forest,isotonic_validation,validation,top_rank_share,top_1pct,0.9841269841269841,4191,2216,42,0.01,1.0,0.01895306859205776,0.037201062887511065,0.528752087807206,1.8912454873646207
persistent_resilience_next_6obs,robustness_extension,random_forest,isotonic_validation,validation,top_rank_share,top_5pct,0.9758454106280193,4191,2216,210,0.05,0.9904761904761905,0.09386281588447654,0.17147568013190437,0.528752087807206,1.873233625580196
persistent_resilience_next_6obs,robustness_extension,random_forest,isotonic_validation,validation,top_rank_share,top_10pct,0.9690402476780186,4191,2216,420,0.1,0.9785714285714285,0.18546931407942238,0.3118361153262519,0.528752087807206,1.8507187983496647
persistent_resilience_next_6obs,robustness_extension,random_forest,isotonic_validation,validation,probability_threshold,p_ge_0.10,0.1,4191,2216,2874,0.6857551896921976,0.7616562282533055,0.9878158844765343,0.8601178781925344,0.528752087807206,1.4404789046072215
persistent_resilience_next_6obs,robustness_extension,random_forest,isotonic_validation,validation,probability_threshold,p_ge_0.25,0.25,4191,2216,2718,0.6485325697924124,0.7947019867549668,0.9747292418772563,0.8755573571139035,0.528752087807206,1.5029765462500297
persistent_resilience_next_6obs,robustness_extension,random_forest,isotonic_validation,validation,probability_threshold,p_ge_0.50,0.5,4191,2216,2440,0.5821999522786925,0.8475409836065574,0.9332129963898917,0.8883161512027492,0.528752087807206,1.6029080606024737
persistent_resilience_next_6obs,robustness_extension,random_forest,isotonic_validation,validation,probability_threshold,p_ge_0.75,0.75,4191,2216,1919,0.45788594607492245,0.9030745179781136,0.7820397111913358,0.8382103990326482,0.528752087807206,1.7079356068800875
persistent_resilience_next_6obs,robustness_extension,random_forest,isotonic_validation,validation,probability_threshold,p_ge_0.90,0.9,4191,2216,1021,0.2436172751133381,0.9598432908912831,0.44223826714801445,0.6054989187519308,0.528752087807206,1.8152992924753462
persistent_resilience_next_6obs,robustness_extension,random_forest,isotonic_validation,validation,split_f1_optimal_diagnostic,diagnostic_split_f1_optimal,0.48148148148148145,4191,2216,2494,0.5950847053209258,0.8396150761828388,0.9449458483754513,0.889171974522293,0.528752087807206,1.5879182239540963
persistent_resilience_next_6obs,robustness_extension,random_forest,isotonic_validation,test,top_rank_share,top_1pct,0.9758454106280193,4027,2461,41,0.01,0.975609756097561,0.016253555465258026,0.031974420463629104,0.6111249068785697,1.5964162892340015
persistent_resilience_next_6obs,robustness_extension,random_forest,isotonic_validation,test,top_rank_share,top_5pct,0.9690402476780186,4027,2461,202,0.05,0.9801980198019802,0.08045509955302722,0.148704468644386,0.6111249068785697,1.6039241876239634
persistent_resilience_next_6obs,robustness_extension,random_forest,isotonic_validation,test,top_rank_share,top_10pct,0.9513274336283186,4027,2461,403,0.1,0.9851116625310173,0.1613165379926859,0.2772346368715084,0.6111249068785697,1.6119645123983772
persistent_resilience_next_6obs,robustness_extension,random_forest,isotonic_validation,test,probability_threshold,p_ge_0.10,0.1,4027,2461,2877,0.714427613608145,0.8463677441779631,0.9894351889475823,0.9123267141251405,0.6111249068785697,1.384934134825135
persistent_resilience_next_6obs,robustness_extension,random_forest,isotonic_validation,test,probability_threshold,p_ge_0.25,0.25,4027,2461,2755,0.684132108269183,0.8715063520871144,0.975619666802113,0.9206288343558282,0.6111249068785697,1.4260691100588416
persistent_resilience_next_6obs,robustness_extension,random_forest,isotonic_validation,test,probability_threshold,p_ge_0.50,0.5,4027,2461,2564,0.6367022597467097,0.9013260530421217,0.9390491670052824,0.9198009950248756,0.6111249068785697,1.4748638828121186
persistent_resilience_next_6obs,robustness_extension,random_forest,isotonic_validation,test,probability_threshold,p_ge_0.75,0.75,4027,2461,2048,0.5085671715917557,0.9443359375,0.7858594067452255,0.8578398758039477,0.6111249068785697,1.5452421049624137
persistent_resilience_next_6obs,robustness_extension,random_forest,isotonic_validation,test,probability_threshold,p_ge_0.90,0.9,4027,2461,780,0.19369257511795382,0.9756410256410256,0.30922389272653394,0.46960814563406356,0.6111249068785697,1.596467456422759
persistent_resilience_next_6obs,robustness_extension,random_forest,isotonic_validation,test,split_f1_optimal_diagnostic,diagnostic_split_f1_optimal,0.30526315789473685,4027,2461,2705,0.6717159175564936,0.8820702402957487,0.9695245835026413,0.9237320944638018,0.6111249068785697,1.4433550823531003
