ticker,cik,firm_id,shortname,sec_name,exchange,Sector,Industry,cohort,include_status,sec_filings,first_period,last_period,notes
KO,21344.0,CIK0000021344,Coca-Cola Company (The),COCA COLA CO,NYSE,Consumer Defensive,Beverages - Non-Alcoholic,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
KR,56873.0,CIK0000056873,Kroger Company (The),KROGER CO,NYSE,Consumer Defensive,Grocery Stores,core_large_cap,include_legacy_core,68.0,20090731.0,20260131.0,Existing defended-thesis universe.
KVUE,1944048.0,CIK0001944048,Kenvue Inc.,Kenvue Inc.,NYSE,Consumer Defensive,Household & Personal Products,core_large_cap,include_legacy_core,12.0,20230331.0,20251231.0,Existing defended-thesis universe.
LIN,1707925.0,CIK0001707925,Linde plc,LINDE PLC,Nasdaq,Basic Materials,Specialty Chemicals,core_large_cap,include_legacy_core,32.0,20170930.0,20251231.0,Existing defended-thesis universe.
LLY,59478.0,CIK0000059478,Eli Lilly and Company,ELI LILLY & Co,NYSE,Healthcare,Drug Manufacturers - General,core_large_cap,include_legacy_core,43.0,20090630.0,20190930.0,Existing defended-thesis universe.
LMT,936468.0,CIK0000936468,Lockheed Martin Corporation,LOCKHEED MARTIN CORP,NYSE,Industrials,Aerospace & Defense,core_large_cap,include_legacy_core,68.0,20090630.0,20251231.0,Existing defended-thesis universe.
LOW,60667.0,CIK0000060667,"Lowe's Companies, Inc.",LOWES COMPANIES INC,NYSE,Consumer Cyclical,Home Improvement Retail,core_large_cap,include_legacy_core,67.0,20090731.0,20260131.0,Existing defended-thesis universe.
LRCX,707549.0,CIK0000707549,Lam Research Corporation,LAM RESEARCH CORP,Nasdaq,Technology,Semiconductor Equipment & Materials,core_large_cap,include_legacy_core,62.0,20100930.0,20251231.0,Existing defended-thesis universe.
LULU,1397187.0,CIK0001397187,lululemon athletica inc.,lululemon athletica inc.,Nasdaq,Consumer Cyclical,Apparel Retail,core_large_cap,include_legacy_core,62.0,20100731.0,20260131.0,Existing defended-thesis universe.
MA,1141391.0,CIK0001141391,Mastercard Incorporated,Mastercard Inc,NYSE,Financial Services,Credit Services,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
MAR,1048286.0,CIK0001048286,Marriott International,MARRIOTT INTERNATIONAL INC /MD/,Nasdaq,Consumer Cyclical,Lodging,core_large_cap,include_legacy_core,69.0,20090630.0,20251231.0,Existing defended-thesis universe.
MCD,63908.0,CIK0000063908,McDonald's Corporation,MCDONALDS CORP,NYSE,Consumer Cyclical,Restaurants,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
MCHP,827054.0,CIK0000827054,Microchip Technology Incorporat,MICROCHIP TECHNOLOGY INC,Nasdaq,Technology,Semiconductors,core_large_cap,include_legacy_core,68.0,20090630.0,20251231.0,Existing defended-thesis universe.
MCK,927653.0,CIK0000927653,McKesson Corporation,MCKESSON CORP,NYSE,Healthcare,Medical Distribution,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
MCO,1059556.0,CIK0001059556,Moody's Corporation,MOODYS CORP /DE/,NYSE,Financial Services,Financial Data & Stock Exchanges,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
MDB,1441816.0,CIK0001441816,MongoDB Inc.,"MongoDB, Inc.",Nasdaq,Technology,Database & File Management Software,core_large_cap,include_legacy_core,34.0,20171031.0,20260131.0,Existing defended-thesis universe.
MDLZ,1103982.0,CIK0001103982,"Mondelez International, Inc.","Mondelez International, Inc.",Nasdaq,Consumer Defensive,Confectioners,core_large_cap,include_legacy_core,54.0,20120930.0,20251231.0,Existing defended-thesis universe.
MDT,1613103.0,CIK0001613103,Medtronic plc.,Medtronic plc,NYSE,Healthcare,Medical Devices,core_large_cap,include_legacy_core,44.0,20150131.0,20260131.0,Existing defended-thesis universe.
MELI,1099590.0,CIK0001099590,MercadoLibre Inc.,MERCADOLIBRE INC,Nasdaq,Consumer Discretionary,Internet Retail,core_large_cap,include_legacy_core,64.0,20100630.0,20251231.0,Existing defended-thesis universe.
MET,1099219.0,CIK0001099219,"MetLife, Inc.",METLIFE INC,NYSE,Financial Services,Insurance - Life,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
META,1326801.0,CIK0001326801,"Meta Platforms, Inc.","Meta Platforms, Inc.",Nasdaq,Communication Services,Internet Content & Information,core_large_cap,include_legacy_core,38.0,20120630.0,20210930.0,Existing defended-thesis universe.
MMC,,MMC,"Marsh & McLennan Companies, Inc",,,Financial Services,Insurance Brokers,core_large_cap,include_legacy_core,,,,Existing defended-thesis universe.
MMM,66740.0,CIK0000066740,3M Company,3M CO,NYSE,Industrials,Conglomerates,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
MNST,865752.0,CIK0000865752,Monster Beverage Corporation,Monster Beverage Corp,Nasdaq,Consumer Defensive,Beverages - Non-Alcoholic,core_large_cap,include_legacy_core,57.0,20111231.0,20251231.0,Existing defended-thesis universe.
MO,764180.0,CIK0000764180,"Altria Group, Inc.","ALTRIA GROUP, INC.",NYSE,Consumer Defensive,Tobacco,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
MPC,1510295.0,CIK0001510295,Marathon Petroleum Corporation,Marathon Petroleum Corp,NYSE,Energy,Oil & Gas Refining & Marketing,core_large_cap,include_legacy_core,59.0,20110630.0,20251231.0,Existing defended-thesis universe.
MRK,310158.0,CIK0000310158,"Merck & Company, Inc.","Merck & Co., Inc.",NYSE,Healthcare,Drug Manufacturers - General,core_large_cap,include_legacy_core,45.0,20141231.0,20251231.0,Existing defended-thesis universe.
MRVL,1835632.0,CIK0001835632,Marvell Technology Inc.,"Marvell Technology, Inc.",Nasdaq,Technology,Semiconductors,core_large_cap,include_legacy_core,20.0,20210430.0,20260131.0,Existing defended-thesis universe.
MS,895421.0,CIK0000895421,Morgan Stanley,MORGAN STANLEY,NYSE,Financial Services,Capital Markets,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
MSCI,1408198.0,CIK0001408198,MSCI Inc.,MSCI Inc.,NYSE,Financial Services,Financial Data & Stock Exchanges,core_large_cap,include_legacy_core,63.0,20100831.0,20251231.0,Existing defended-thesis universe.
MSFT,789019.0,CIK0000789019,Microsoft Corporation,MICROSOFT CORP,Nasdaq,Technology,Software - Infrastructure,core_large_cap,include_legacy_core,66.0,20090930.0,20251231.0,Existing defended-thesis universe.
MSI,68505.0,CIK0000068505,"Motorola Solutions, Inc.","Motorola Solutions, Inc.",NYSE,Technology,Communication Equipment,core_large_cap,include_legacy_core,63.0,20101231.0,20251231.0,Existing defended-thesis universe.
MSTR,1050446.0,CIK0001050446,MicroStrategy Incorporated,Strategy Inc,Nasdaq,Technology,Software - Application,core_large_cap,include_legacy_core,57.0,20110630.0,20250630.0,Existing defended-thesis universe.
MU,723125.0,CIK0000723125,"Micron Technology, Inc.",MICRON TECHNOLOGY INC,Nasdaq,Technology,Semiconductors,core_large_cap,include_legacy_core,63.0,20091130.0,20260228.0,Existing defended-thesis universe.
NDAQ,1120193.0,CIK0001120193,"Nasdaq, Inc.","NASDAQ, INC.",Nasdaq,Financial Services,Financial Data & Stock Exchanges,core_large_cap,include_legacy_core,42.0,20150930.0,20251231.0,Existing defended-thesis universe.
NEE,753308.0,CIK0000753308,"NextEra Energy, Inc.",NEXTERA ENERGY INC,NYSE,Utilities,Utilities - Regulated Electric,core_large_cap,include_legacy_core,62.0,20100630.0,20251231.0,Existing defended-thesis universe.
NEM,1164727.0,CIK0001164727,Newmont Corporation,NEWMONT Corp /DE/,NYSE,Basic Materials,Gold,core_large_cap,include_legacy_core,39.0,20090630.0,20181231.0,Existing defended-thesis universe.
NFLX,1065280.0,CIK0001065280,"Netflix, Inc.",NETFLIX INC,Nasdaq,Communication Services,Entertainment,core_large_cap,include_legacy_core,69.0,20090630.0,20251231.0,Existing defended-thesis universe.
NKE,320187.0,CIK0000320187,"Nike, Inc.","NIKE, Inc.",NYSE,Consumer Cyclical,Footwear & Accessories,core_large_cap,include_legacy_core,40.0,20090831.0,20190531.0,Existing defended-thesis universe.
NOC,1133421.0,CIK0001133421,Northrop Grumman Corporation,NORTHROP GRUMMAN CORP /DE/,NYSE,Industrials,Aerospace & Defense,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
NOW,1373715.0,CIK0001373715,"ServiceNow, Inc.","ServiceNow, Inc.",NYSE,Technology,Software - Application,core_large_cap,include_legacy_core,55.0,20120630.0,20251231.0,Existing defended-thesis universe.
NSC,702165.0,CIK0000702165,Norfolk Southern Corporation,NORFOLK SOUTHERN CORP,NYSE,Industrials,Railroads,core_large_cap,include_legacy_core,66.0,20090930.0,20251231.0,Existing defended-thesis universe.
NVDA,1045810.0,CIK0001045810,NVIDIA Corporation,NVIDIA CORP,Nasdaq,Technology,Semiconductors,core_large_cap,include_legacy_core,67.0,20090731.0,20260131.0,Existing defended-thesis universe.
NXPI,1413447.0,CIK0001413447,NXP Semiconductors N.V.,NXP Semiconductors N.V.,Nasdaq,Technology,Semiconductors,core_large_cap,include_legacy_core,26.0,20190930.0,20251231.0,Existing defended-thesis universe.
O,726728.0,CIK0000726728,Realty Income Corporation,REALTY INCOME CORP,NYSE,Real Estate,REIT - Retail,core_large_cap,include_legacy_core,64.0,20100630.0,20251231.0,Existing defended-thesis universe.
ODFL,878927.0,CIK0000878927,"Old Dominion Freight Line, Inc.","OLD DOMINION FREIGHT LINE, INC.",Nasdaq,Industrials,Trucking,core_large_cap,include_legacy_core,37.0,20100630.0,20190630.0,Existing defended-thesis universe.
OKE,1039684.0,CIK0001039684,"ONEOK, Inc.",ONEOK INC /NEW/,NYSE,Energy,Oil & Gas Midstream,core_large_cap,include_legacy_core,68.0,20090630.0,20251231.0,Existing defended-thesis universe.
ON,1097864.0,CIK0001097864,ON Semiconductor Corporation,ON SEMICONDUCTOR CORP,Nasdaq,Technology,Semiconductors,core_large_cap,include_legacy_core,63.0,20100630.0,20251231.0,Existing defended-thesis universe.
ORCL,1341439.0,CIK0001341439,Oracle Corporation,ORACLE CORP,NYSE,Technology,Software - Infrastructure,core_large_cap,include_legacy_core,66.0,20090831.0,20260228.0,Existing defended-thesis universe.
ORLY,898173.0,CIK0000898173,"O'Reilly Automotive, Inc.",O REILLY AUTOMOTIVE INC,Nasdaq,Consumer Cyclical,Specialty Retail,core_large_cap,include_legacy_core,66.0,20100331.0,20251231.0,Existing defended-thesis universe.
OXY,797468.0,CIK0000797468,Occidental Petroleum Corporatio,OCCIDENTAL PETROLEUM CORP /DE/,NYSE,Energy,Oil & Gas E&P,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
PANW,1327567.0,CIK0001327567,"Palo Alto Networks, Inc.",Palo Alto Networks Inc,Nasdaq,Technology,Software - Infrastructure,core_large_cap,include_legacy_core,54.0,20121031.0,20260131.0,Existing defended-thesis universe.
PAYX,723531.0,CIK0000723531,"Paychex, Inc.",PAYCHEX INC,Nasdaq,Technology,Software - Application,core_large_cap,include_legacy_core,67.0,20090831.0,20260228.0,Existing defended-thesis universe.
PCAR,75362.0,CIK0000075362,PACCAR Inc.,PACCAR INC,Nasdaq,Industrials,Farm & Heavy Construction Machinery,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
PCG,1004980.0,CIK0001004980,Pacific Gas & Electric Co.,PG&E Corp,NYSE,Utilities,Utilities - Regulated Electric,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
PEG,788784.0,CIK0000788784,Public Service Enterprise Group,PUBLIC SERVICE ENTERPRISE GROUP INC,NYSE,Utilities,Utilities - Regulated Electric,core_large_cap,include_legacy_core,66.0,20090630.0,20251231.0,Existing defended-thesis universe.
PEP,77476.0,CIK0000077476,"Pepsico, Inc.",PEPSICO INC,Nasdaq,Consumer Defensive,Beverages - Non-Alcoholic,core_large_cap,include_legacy_core,66.0,20090831.0,20251231.0,Existing defended-thesis universe.
PFE,78003.0,CIK0000078003,"Pfizer, Inc.",PFIZER INC,NYSE,Healthcare,Drug Manufacturers - General,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
PG,80424.0,CIK0000080424,Procter & Gamble Company (The),PROCTER & GAMBLE Co,NYSE,Consumer Defensive,Household & Personal Products,core_large_cap,include_legacy_core,67.0,20090930.0,20251231.0,Existing defended-thesis universe.
PGR,80661.0,CIK0000080661,Progressive Corporation (The),PROGRESSIVE CORP/OH/,NYSE,Financial Services,Insurance - Property & Casualty,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
PH,76334.0,CIK0000076334,Parker-Hannifin Corporation,Parker-Hannifin Corp,NYSE,Industrials,Specialty Industrial Machinery,core_large_cap,include_legacy_core,61.0,20090930.0,20240930.0,Existing defended-thesis universe.
PLD,1045609.0,CIK0001045609,"Prologis, Inc.","Prologis, Inc.",NYSE,Real Estate,REIT - Industrial,core_large_cap,include_legacy_core,59.0,20110630.0,20251231.0,Existing defended-thesis universe.
PLTR,1321655.0,CIK0001321655,Palantir Technologies Inc.,Palantir Technologies Inc.,Nasdaq,Technology,Software - Infrastructure,core_large_cap,include_legacy_core,22.0,20200930.0,20251231.0,Existing defended-thesis universe.
PM,1413329.0,CIK0001413329,Philip Morris International Inc,Philip Morris International Inc.,NYSE,Consumer Defensive,Tobacco,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
PNC,713676.0,CIK0000713676,"PNC Financial Services Group, I","PNC FINANCIAL SERVICES GROUP, INC.",NYSE,Financial Services,Banks - Regional,core_large_cap,include_legacy_core,57.0,20111231.0,20251231.0,Existing defended-thesis universe.
PRU,1137774.0,CIK0001137774,"Prudential Financial, Inc.",PRUDENTIAL FINANCIAL INC,NYSE,Financial Services,Insurance - Life,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
PSA,1393311.0,CIK0001393311,Public Storage,Public Storage,NYSE,Real Estate,REIT - Industrial,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
