ticker,company,candidate_role,universe_group,priority,event_year,event_type,Sector,Industry,Fulltimeemployees,Weight,notes
PPL,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
PTC,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
RJF,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
RMD,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
ROK,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
ROL,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
STT,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
STZ,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
SW,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
SYF,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
SYY,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
TPL,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
TRGP,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
TROW,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
TSCO,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
TYL,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
UAL,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
VICI,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
VLO,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
VLTO,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
VMC,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
VTR,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
WAB,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
WEC,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
WST,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
WTW,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
XYL,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
YUM,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
