experiment,model,feature_set,seed,split,rows,positives,positive_share,threshold,roc_auc,pr_auc,precision,recall,f1,tn,fp,fn,tp,target
test_target_tweaks4,logistic_l2,all_features,42,train,17164,2599,0.1514215800512701,0.8125715629602588,0.9245989538610204,0.6885894446636991,0.669880624426079,0.5613697575990766,0.6108436257065103,13846,719,1140,1459,success_sector_quality_next_4obs
test_target_tweaks4,logistic_l2,all_features,42,validation,6012,917,0.1525282767797738,0.8125715629602588,0.8634894474986168,0.4985154582962521,0.42248835662009315,0.6924754634678298,0.524793388429752,4227,868,282,635,success_sector_quality_next_4obs
test_target_tweaks4,logistic_l2,all_features,42,test,4350,740,0.17011494252873563,0.8125715629602588,0.87269821067605,0.5492164718182961,0.618421052631579,0.3810810810810811,0.47157190635451507,3436,174,458,282,success_sector_quality_next_4obs
test_target_tweaks4,random_forest,all_features,42,train,17164,2599,0.1514215800512701,0.4384860617020716,0.998087568867426,0.9891021908620113,0.8309768637532133,0.9949980761831474,0.9056207319208546,14039,526,13,2586,success_sector_quality_next_4obs
test_target_tweaks4,random_forest,all_features,42,validation,6012,917,0.1525282767797738,0.4384860617020716,0.9494545832026823,0.7916938422146066,0.6778523489932886,0.7709923664122137,0.7214285714285715,4759,336,210,707,success_sector_quality_next_4obs
test_target_tweaks4,random_forest,all_features,42,test,4350,740,0.17011494252873563,0.4384860617020716,0.9452103765815676,0.7495173183395539,0.6666666666666666,0.7621621621621621,0.7112232030264816,3328,282,176,564,success_sector_quality_next_4obs
test_target_tweaks4,random_forest,all_features,202,train,17164,2599,0.1514215800512701,0.42915449543639217,0.9980600952041683,0.9889026686563617,0.820659062103929,0.9965371296652559,0.9000868809730668,13999,566,9,2590,success_sector_quality_next_4obs
test_target_tweaks4,random_forest,all_features,202,validation,6012,917,0.1525282767797738,0.42915449543639217,0.949411347965536,0.7900001202659348,0.6768060836501901,0.7764449291166848,0.723209751142712,4755,340,205,712,success_sector_quality_next_4obs
test_target_tweaks4,random_forest,all_features,202,test,4350,740,0.17011494252873563,0.42915449543639217,0.9461765366474508,0.7512465075495471,0.6662844036697247,0.7851351351351351,0.7208436724565755,3319,291,159,581,success_sector_quality_next_4obs
test_target_tweaks4,gradient_boosting,all_features,42,train,17164,2599,0.1514215800512701,0.7008515167003821,0.964163934820319,0.8343804856217529,0.714334354783793,0.80723355136591,0.7579479768786128,13726,839,501,2098,success_sector_quality_next_4obs
test_target_tweaks4,gradient_boosting,all_features,42,validation,6012,917,0.1525282767797738,0.7008515167003821,0.9472082771935194,0.7724115473696471,0.6845771144278607,0.7502726281352236,0.7159209157127993,4778,317,229,688,success_sector_quality_next_4obs
test_target_tweaks4,gradient_boosting,all_features,42,test,4350,740,0.17011494252873563,0.7008515167003821,0.9471065733323352,0.7766561442430683,0.6766334440753046,0.8256756756756757,0.7437614120511261,3318,292,129,611,success_sector_quality_next_4obs
test_target_tweaks4,gradient_boosting,all_features,202,train,17164,2599,0.1514215800512701,0.7008515167003821,0.964163934820319,0.8343804856217529,0.714334354783793,0.80723355136591,0.7579479768786128,13726,839,501,2098,success_sector_quality_next_4obs
test_target_tweaks4,gradient_boosting,all_features,202,validation,6012,917,0.1525282767797738,0.7008515167003821,0.9471815227150874,0.7723797815009523,0.6845771144278607,0.7502726281352236,0.7159209157127993,4778,317,229,688,success_sector_quality_next_4obs
test_target_tweaks4,gradient_boosting,all_features,202,test,4350,740,0.17011494252873563,0.7008515167003821,0.9471073220034438,0.7766105230648095,0.6766334440753046,0.8256756756756757,0.7437614120511261,3318,292,129,611,success_sector_quality_next_4obs
test_target_tweaks5,logistic_l2,all_features,42,train,17197,1994,0.11595045647496656,0.9996982070155889,0.927140033532156,0.6699725327237696,0.9,0.02708124373119358,0.052580331061343716,15197,6,1940,54,failure_pressure_score3_next_4obs
test_target_tweaks5,logistic_l2,all_features,42,validation,6043,1047,0.17325831540625516,0.9996982070155889,0.6992543413909733,0.39189313291495564,0.4211111111111111,0.36198662846227314,0.38931689779147405,4475,521,668,379,failure_pressure_score3_next_4obs
test_target_tweaks5,logistic_l2,all_features,42,test,4412,719,0.1629646418857661,0.9996982070155889,0.8471087841637018,0.6041167278847784,0.1917156451161489,0.952712100139082,0.31919850885368123,805,2888,34,685,failure_pressure_score3_next_4obs
test_target_tweaks5,random_forest,all_features,42,train,17197,1994,0.11595045647496656,0.35694614501665617,0.9962870918880432,0.9683740819765227,0.7134168157423971,1.0,0.8327416997285445,14402,801,0,1994,failure_pressure_score3_next_4obs
test_target_tweaks5,random_forest,all_features,42,validation,6043,1047,0.17325831540625516,0.35694614501665617,0.8795232938977734,0.6395894906107331,0.5862354892205639,0.6752626552053486,0.6276076342654238,4497,499,340,707,failure_pressure_score3_next_4obs
test_target_tweaks5,random_forest,all_features,42,test,4412,719,0.1629646418857661,0.35694614501665617,0.8952508354150449,0.6878532722769122,0.6167452830188679,0.7273991655076495,0.6675175494575623,3368,325,196,523,failure_pressure_score3_next_4obs
test_target_tweaks5,random_forest,all_features,202,train,17197,1994,0.11595045647496656,0.3794942835416512,0.996045658517353,0.9666758825596479,0.7347089167280766,1.0,0.8470688190314358,14483,720,0,1994,failure_pressure_score3_next_4obs
test_target_tweaks5,random_forest,all_features,202,validation,6043,1047,0.17325831540625516,0.3794942835416512,0.8787639471653732,0.6390821015909461,0.6015831134564644,0.6532951289398281,0.6263736263736264,4543,453,363,684,failure_pressure_score3_next_4obs
test_target_tweaks5,random_forest,all_features,202,test,4412,719,0.1629646418857661,0.3794942835416512,0.8938502229719272,0.6773479885738615,0.6394736842105263,0.6759388038942976,0.6572008113590264,3419,274,233,486,failure_pressure_score3_next_4obs
test_target_tweaks5,gradient_boosting,all_features,42,train,17197,1994,0.11595045647496656,0.6842998341595641,0.954319199788407,0.7687000724793918,0.6114996114996115,0.7893681043129388,0.6891418563922942,14203,1000,420,1574,failure_pressure_score3_next_4obs
test_target_tweaks5,gradient_boosting,all_features,42,validation,6043,1047,0.17325831540625516,0.6842998341595641,0.883046360679757,0.6485448842930148,0.6050044682752458,0.6466093600764088,0.6251154201292706,4554,442,370,677,failure_pressure_score3_next_4obs
test_target_tweaks5,gradient_boosting,all_features,42,test,4412,719,0.1629646418857661,0.6842998341595641,0.8921995415150341,0.6875902266527003,0.6313065976714101,0.6787204450625869,0.6541554959785522,3408,285,231,488,failure_pressure_score3_next_4obs
test_target_tweaks5,gradient_boosting,all_features,202,train,17197,1994,0.11595045647496656,0.6707650077215325,0.954319199788407,0.7687000724793918,0.6010598031794095,0.7963891675025075,0.6850733390854185,14149,1054,406,1588,failure_pressure_score3_next_4obs
test_target_tweaks5,gradient_boosting,all_features,202,validation,6043,1047,0.17325831540625516,0.6707650077215325,0.8830618458472604,0.6482343553691728,0.5992970123022847,0.6513849092645654,0.6242562929061785,4540,456,365,682,failure_pressure_score3_next_4obs
test_target_tweaks5,gradient_boosting,all_features,202,test,4412,719,0.1629646418857661,0.6707650077215325,0.8921957754154292,0.6876113616644237,0.6224747474747475,0.6856745479833102,0.6525479814692257,3394,299,226,493,failure_pressure_score3_next_4obs
test_target_tweaks5,logistic_l2,all_features,42,train,17164,9623,0.5606501980890235,0.20875101382841463,0.9122369778798897,0.920758932474236,0.757360157016683,0.9623817936194534,0.8476499931353256,4574,2967,362,9261,success_score3_next_4obs
test_target_tweaks5,logistic_l2,all_features,42,validation,6012,3190,0.5306054557551564,0.20875101382841463,0.8388260399147762,0.8336172619772881,0.739444147514698,0.8673981191222571,0.798326601269475,1847,975,423,2767,success_score3_next_4obs
test_target_tweaks5,logistic_l2,all_features,42,test,4350,2254,0.5181609195402299,0.20875101382841463,0.8727755830178071,0.8582954323878982,0.8725099601593626,0.582963620230701,0.6989361702127661,1904,192,940,1314,success_score3_next_4obs
test_target_tweaks5,random_forest,all_features,42,train,17164,9623,0.5606501980890235,0.49775346574461116,0.9947327466547038,0.9960488151504263,0.9518182744219211,0.9710069624857113,0.9613168724279835,7068,473,279,9344,success_score3_next_4obs
test_target_tweaks5,random_forest,all_features,42,validation,6012,3190,0.5306054557551564,0.49775346574461116,0.9244359699539446,0.9226126939295974,0.837363270005757,0.9119122257053291,0.8730492196878751,2257,565,281,2909,success_score3_next_4obs
test_target_tweaks5,random_forest,all_features,42,test,4350,2254,0.5181609195402299,0.49775346574461116,0.9203106690734707,0.9120276366212909,0.8071679002726918,0.9192546583850931,0.8595727027587637,1601,495,182,2072,success_score3_next_4obs
test_target_tweaks5,random_forest,all_features,202,train,17164,9623,0.5606501980890235,0.5030425824300655,0.9946229723043835,0.9959682328483357,0.9546478296478297,0.9690325262392185,0.9617863957506059,7098,443,298,9325,success_score3_next_4obs
test_target_tweaks5,random_forest,all_features,202,validation,6012,3190,0.5306054557551564,0.5030425824300655,0.9239400900670726,0.9222785069638061,0.8433664523670368,0.9047021943573668,0.8729582577132485,2286,536,304,2886,success_score3_next_4obs
test_target_tweaks5,random_forest,all_features,202,test,4350,2254,0.5181609195402299,0.5030425824300655,0.9207441647419008,0.9153177535181178,0.8074656188605108,0.9117125110913931,0.8564284225880392,1606,490,199,2055,success_score3_next_4obs
test_target_tweaks5,gradient_boosting,all_features,42,train,17164,9623,0.5606501980890235,0.45490275612551867,0.9482336354810544,0.9526736433947387,0.8815697963238946,0.9220617271121272,0.9013612352702154,6349,1192,750,8873,success_score3_next_4obs
test_target_tweaks5,gradient_boosting,all_features,42,validation,6012,3190,0.5306054557551564,0.45490275612551867,0.9203450719714559,0.9193890105201276,0.837452747891829,0.9028213166144201,0.8689093377583346,2263,559,310,2880,success_score3_next_4obs
test_target_tweaks5,gradient_boosting,all_features,42,test,4350,2254,0.5181609195402299,0.45490275612551867,0.9181069955363493,0.9093336533928431,0.8085106382978723,0.9103815439219166,0.8564273789649416,1610,486,202,2052,success_score3_next_4obs
test_target_tweaks5,gradient_boosting,all_features,202,train,17164,9623,0.5606501980890235,0.45490275612551867,0.9482336354810544,0.9526736433947387,0.8815697963238946,0.9220617271121272,0.9013612352702154,6349,1192,750,8873,success_score3_next_4obs
test_target_tweaks5,gradient_boosting,all_features,202,validation,6012,3190,0.5306054557551564,0.45490275612551867,0.9203191893519125,0.9193683209612125,0.8376018626309663,0.9021943573667711,0.8686990642921824,2264,558,312,2878,success_score3_next_4obs
test_target_tweaks5,gradient_boosting,all_features,202,test,4350,2254,0.5181609195402299,0.45490275612551867,0.9180760920365492,0.9093082281792864,0.8085106382978723,0.9103815439219166,0.8564273789649416,1610,486,202,2052,success_score3_next_4obs
