model,split,rows,positives,threshold,roc_auc,pr_auc,precision,recall,f1,tn,fp,fn,tp,target,model_family,seed,params_json,scale_pos_weight,fit_seconds
xgboost_cfg4_seed777,validation,6029,834,0.6440845727920532,0.9216448208132244,0.7118706280945769,0.6542372881355932,0.6942446043165468,0.6736474694589878,4889,306,255,579,failure_pressure_conservative_v2_next_4obs,xgboost,777,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.035, ""max_depth"": 4, ""min_child_weight"": 6, ""n_estimators"": 350, ""reg_alpha"": 0.05, ""reg_lambda"": 3.0, ""subsample"": 0.8}",10.02572347266881,0.797
xgboost_cfg4_seed777,test,5734,575,0.6440845727920532,0.9422442839444787,0.7331733965905856,0.6838709677419355,0.7373913043478261,0.7096234309623431,4963,196,151,424,failure_pressure_conservative_v2_next_4obs,xgboost,777,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.035, ""max_depth"": 4, ""min_child_weight"": 6, ""n_estimators"": 350, ""reg_alpha"": 0.05, ""reg_lambda"": 3.0, ""subsample"": 0.8}",10.02572347266881,0.797
lightgbm_cfg1_seed42,train,17145,1555,0.6795893413707274,0.9923836905923288,0.9228286902620686,0.7594412829798242,0.9440514469453376,0.841743119266055,15125,465,87,1468,failure_pressure_conservative_v2_next_4obs,lightgbm,42,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.04, ""min_child_samples"": 40, ""n_estimators"": 250, ""num_leaves"": 15, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.85}",10.02572347266881,1.148
lightgbm_cfg1_seed42,validation,6029,834,0.6795893413707274,0.9233336333820336,0.7135604897585299,0.6783625730994152,0.6954436450839329,0.6867969212551807,4920,275,254,580,failure_pressure_conservative_v2_next_4obs,lightgbm,42,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.04, ""min_child_samples"": 40, ""n_estimators"": 250, ""num_leaves"": 15, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.85}",10.02572347266881,1.148
lightgbm_cfg1_seed42,test,5734,575,0.6795893413707274,0.9441550013905627,0.7397811352879803,0.7215189873417721,0.6939130434782609,0.7074468085106382,5005,154,176,399,failure_pressure_conservative_v2_next_4obs,lightgbm,42,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.04, ""min_child_samples"": 40, ""n_estimators"": 250, ""num_leaves"": 15, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.85}",10.02572347266881,1.148
lightgbm_cfg1_seed202,train,17145,1555,0.6611268136606124,0.9922996231816504,0.9241972414300161,0.7449596774193549,0.9504823151125402,0.8352641989262504,15084,506,77,1478,failure_pressure_conservative_v2_next_4obs,lightgbm,202,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.04, ""min_child_samples"": 40, ""n_estimators"": 250, ""num_leaves"": 15, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.85}",10.02572347266881,1.129
lightgbm_cfg1_seed202,validation,6029,834,0.6611268136606124,0.924917659712461,0.7184183956842384,0.6817640047675805,0.6858513189448441,0.6838015540944411,4928,267,262,572,failure_pressure_conservative_v2_next_4obs,lightgbm,202,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.04, ""min_child_samples"": 40, ""n_estimators"": 250, ""num_leaves"": 15, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.85}",10.02572347266881,1.129
lightgbm_cfg1_seed202,test,5734,575,0.6611268136606124,0.9407482070168637,0.7256824586647493,0.7006920415224913,0.7043478260869566,0.7025151777970512,4986,173,170,405,failure_pressure_conservative_v2_next_4obs,lightgbm,202,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.04, ""min_child_samples"": 40, ""n_estimators"": 250, ""num_leaves"": 15, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.85}",10.02572347266881,1.129
lightgbm_cfg1_seed777,train,17145,1555,0.6346444640679128,0.9922862994458068,0.9236277909985995,0.7289628180039139,0.9581993569131833,0.828007779938872,15036,554,65,1490,failure_pressure_conservative_v2_next_4obs,lightgbm,777,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.04, ""min_child_samples"": 40, ""n_estimators"": 250, ""num_leaves"": 15, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.85}",10.02572347266881,1.137
lightgbm_cfg1_seed777,validation,6029,834,0.6346444640679128,0.925109229267212,0.7197414211855858,0.6494505494505495,0.7086330935251799,0.6777522935779817,4876,319,243,591,failure_pressure_conservative_v2_next_4obs,lightgbm,777,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.04, ""min_child_samples"": 40, ""n_estimators"": 250, ""num_leaves"": 15, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.85}",10.02572347266881,1.137
lightgbm_cfg1_seed777,test,5734,575,0.6346444640679128,0.9420180857429398,0.735753763455698,0.7052810902896082,0.72,0.7125645438898449,4986,173,161,414,failure_pressure_conservative_v2_next_4obs,lightgbm,777,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.04, ""min_child_samples"": 40, ""n_estimators"": 250, ""num_leaves"": 15, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""subsample"": 0.85}",10.02572347266881,1.137
lightgbm_cfg2_seed42,train,17145,1555,0.3857694448738055,0.999536927992014,0.9947829725424926,0.7690405539070228,1.0,0.8694436678781101,15123,467,0,1555,failure_pressure_conservative_v2_next_4obs,lightgbm,42,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.03, ""min_child_samples"": 60, ""n_estimators"": 400, ""num_leaves"": 31, ""reg_alpha"": 0.05, ""reg_lambda"": 2.0, ""subsample"": 0.85}",10.02572347266881,3.307
lightgbm_cfg2_seed42,validation,6029,834,0.3857694448738055,0.9217387591370599,0.7199838630104877,0.6515986769570011,0.7086330935251799,0.6789201608271109,4879,316,243,591,failure_pressure_conservative_v2_next_4obs,lightgbm,42,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.03, ""min_child_samples"": 60, ""n_estimators"": 400, ""num_leaves"": 31, ""reg_alpha"": 0.05, ""reg_lambda"": 2.0, ""subsample"": 0.85}",10.02572347266881,3.307
lightgbm_cfg2_seed42,test,5734,575,0.3857694448738055,0.9412440901084639,0.7365403658172114,0.7058823529411765,0.7304347826086957,0.7179487179487181,4984,175,155,420,failure_pressure_conservative_v2_next_4obs,lightgbm,42,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.03, ""min_child_samples"": 60, ""n_estimators"": 400, ""num_leaves"": 31, ""reg_alpha"": 0.05, ""reg_lambda"": 2.0, ""subsample"": 0.85}",10.02572347266881,3.307
lightgbm_cfg2_seed202,train,17145,1555,0.308671203021989,0.9995696804572145,0.9951797247569267,0.7159300184162063,1.0,0.8344513013147303,14973,617,0,1555,failure_pressure_conservative_v2_next_4obs,lightgbm,202,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.03, ""min_child_samples"": 60, ""n_estimators"": 400, ""num_leaves"": 31, ""reg_alpha"": 0.05, ""reg_lambda"": 2.0, ""subsample"": 0.85}",10.02572347266881,3.291
